Word,Sentence,Meaning,Pronunciation,WordType
present,He forgot to bring a present to the housewarming party.,gift,/ˈprɛzənt/,heteronym
present,The charity auction included several luxury presents.,gift,/ˈprɛzənt/,heteronym
present,A handmade present shows special thoughtfulness.,gift,/ˈprɛzənt/,heteronym
present,They exchanged presents after the ceremony.,gift,/ˈprɛzənt/,heteronym
present,The present came with a card expressing warm wishes.,gift,/ˈprɛzənt/,heteronym
present,Selecting the perfect present required careful thought.,gift,/ˈprɛzənt/,heteronym
entrance,The museum entrance features a grand archway.,doorway,/ˈɛntrəns/,heteronym
entrance,Students gathered at the school entrance before class.,doorway,/ˈɛntrəns/,heteronym
entrance,The secret cave entrance was hidden behind vines.,doorway,/ˈɛntrəns/,heteronym
entrance,The theater entrance was crowded with fans.,doorway,/ˈɛntrəns/,heteronym
entrance,The garden entrance is marked by an ornate gate.,doorway,/ˈɛntrəns/,heteronym
entrance,Security guards monitored the building entrance.,doorway,/ˈɛntrəns/,heteronym
entrance,The entrance fee for the national park is $10 per vehicle.,doorway,/ˈɛntrəns/,heteronym
entrance,The narrow entrance barely allowed passage of the furniture.,doorway,/ˈɛntrəns/,heteronym
entrance,They decorated the wedding venue entrance with flowers.,doorway,/ˈɛntrəns/,heteronym
entrance,The mall entrance was closed for renovations.,doorway,/ˈɛntrəns/,heteronym
entrance,Her dramatic entrance captivated everyone at the party.,act of entering,/ɛnˈtræns/,heteronym
entrance,The actor's entrance was met with thunderous applause.,act of entering,/ɛnˈtræns/,heteronym
entrance,The bride's entrance was timed perfectly with the music.,act of entering,/ɛnˈtræns/,heteronym
entrance,His unexpected entrance disrupted the meeting.,act of entering,/ɛnˈtræns/,heteronym
entrance,The politician's entrance was preceded by security personnel.,act of entering,/ɛnˈtræns/,heteronym
entrance,The magician made a spectacular entrance in a cloud of smoke.,act of entering,/ɛnˈtræns/,heteronym
entrance,Her entrance into medical school fulfilled a lifelong dream.,act of entering,/ɛnˈtræns/,heteronym
entrance,The dancer's entrance was graceful and perfectly timed.,act of entering,/ɛnˈtræns/,heteronym
entrance,The company's entrance into the international market was successful.,act of entering,/ɛnˈtræns/,heteronym
entrance,The team made their entrance to the field as the band played.,act of entering,/ɛnˈtræns/,heteronym
convict,The jury will convict the defendant if the evidence is compelling.,to find guilty,/kənˈvɪkt/,heteronym
convict,The prosecutor needs more evidence to convict the suspect.,to find guilty,/kənˈvɪkt/,heteronym
convict,It's difficult to convict someone without physical evidence.,to find guilty,/kənˈvɪkt/,heteronym
convict,The testimony helped convict the thief.,to find guilty,/kənˈvɪkt/,heteronym
convict,The DA hopes to convict all members of the criminal organization.,to find guilty,/kənˈvɪkt/,heteronym
convict,New DNA evidence might convict the previously acquitted suspect.,to find guilty,/kənˈvɪkt/,heteronym
convict,The judge explained what the jury must find to convict.,to find guilty,/kənˈvɪkt/,heteronym
convict,Video surveillance helped convict the shoplifter.,to find guilty,/kənˈvɪkt/,heteronym
convict,Eyewitness accounts rarely convict without supporting evidence.,to find guilty,/kənˈvɪkt/,heteronym
convict,The prosecution failed to convict due to procedural errors.,to find guilty,/kənˈvɪkt/,heteronym
convict,The escaped convict was captured after three days.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The former convict found it difficult to secure employment.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The rehabilitation program helps convicts reenter society.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The convict maintained his innocence despite the verdict.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,Early Australian settlements included many British convicts.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The convict's sentence was reduced for good behavior.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The convict worked on road crews as part of his sentence.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The aging convict wrote memoirs about prison life.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The convict learned carpentry skills during incarceration.,prisoner,/ˈkɒnvɪkt/,heteronym
convict,The released convict struggled to adapt to outside life.,prisoner,/ˈkɒnvɪkt/,heteronym
invalid,The court ruled that the contract was invalid due to fraud.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The expired passport is invalid for international travel.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The claim was deemed invalid by the insurance company.,not valid,/ɪnˈvælɪd/,heteronym
invalid,An invalid argument will not convince the committee.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The software rejected the invalid access code.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The ticket became invalid after the expiration date.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The witness's testimony was considered invalid after perjury was discovered.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The registration is invalid without proper documentation.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The judge declared the search warrant invalid.,not valid,/ɪnˈvælɪd/,heteronym
invalid,That coupon code is invalid for this purchase.,not valid,/ɪnˈvælɪd/,heteronym
invalid,The nurse provided care for the bedridden invalid.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The family converted the dining room for the invalid's comfort.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The invalid required assistance with daily activities.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The war left many soldiers as invalids.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The invalid improved with regular physical therapy.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The charity provided support for invalids and their caregivers.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The invalid managed to write several novels despite being confined to bed.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,Victorian literature often featured invalids as central characters.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The home health aide visited the invalid twice daily.,sick person,/ˈɪnvəlɪd/,heteronym
invalid,The invalid insisted on maintaining as much independence as possible.,sick person,/ˈɪnvəlɪd/,heteronym
subject,The email subject line should be clear and concise.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,History was always his favorite subject in school.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,The painting's subject is a landscape at sunset.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,They changed the subject when she entered the room.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,The research paper explores a controversial subject.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,The debate subject was announced two weeks in advance.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,Photography subjects vary from portraits to landscapes.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,The king is the subject of numerous biographies.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,The interview covered a wide range of subjects.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,Mathematics is a challenging subject for many students.,topic,/ˈsʌbdʒɪkt/,heteronym
subject,Citizens must subject themselves to the laws of their country.,to submit,/səbˈdʒɛkt/,heteronym
subject,The scientist will subject the sample to extreme temperatures.,to submit,/səbˈdʒɛkt/,heteronym
subject,Parents shouldn't subject children to inappropriate content.,to submit,/səbˈdʒɛkt/,heteronym
subject,The committee will subject the proposal to rigorous analysis.,to submit,/səbˈdʒɛkt/,heteronym
subject,Athletes subject their bodies to intense training regimens.,to submit,/səbˈdʒɛkt/,heteronym
subject,The dictator subjects the population to harsh restrictions.,to submit,/səbˈdʒɛkt/,heteronym
subject,The metal is subjected to stress tests before approval.,to submit,/səbˈdʒɛkt/,heteronym
subject,She refused to subject herself to such treatment.,to submit,/səbˈdʒɛkt/,heteronym
subject,The new policy will subject employees to drug testing.,to submit,/səbˈdʒɛkt/,heteronym
subject,The experiment subjects materials to radiation.,to submit,/səbˈdʒɛkt/,heteronym
rebel,Teenage rebels often challenge authority figures.,person who resists,/ˈrɛbəl/,heteronym
rebel,The rebel leader was captured after the failed uprising.,person who resists,/ˈrɛbəl/,heteronym
rebel,The story's protagonist is a rebel fighting against injustice.,person who resists,/ˈrɛbəl/,heteronym
rebel,The rebel forces controlled the northern province.,person who resists,/ˈrɛbəl/,heteronym
rebel,She was always the rebel in her conservative family.,person who resists,/ˈrɛbəl/,heteronym
rebel,The rebels established a stronghold in the mountains.,person who resists,/ˈrɛbəl/,heteronym
rebel,History often vindicates rebels who fought for just causes.,person who resists,/ˈrɛbəl/,heteronym
rebel,The political rebel was exiled for his views.,person who resists,/ˈrɛbəl/,heteronym
rebel,Artists are often rebels against conventional thinking.,person who resists,/ˈrɛbəl/,heteronym
rebel,The rebel alliance planned their strategy carefully.,person who resists,/ˈrɛbəl/,heteronym
rebel,Children sometimes rebel against strict parental rules.,to resist authority,/rɪˈbɛl/,heteronym
rebel,The colonies began to rebel against the empire.,to resist authority,/rɪˈbɛl/,heteronym
rebel,Teenagers naturally rebel as part of establishing identity.,to resist authority,/rɪˈbɛl/,heteronym
rebel,The province threatened to rebel if taxes increased.,to resist authority,/rɪˈbɛl/,heteronym
rebel,His body seemed to rebel against the medication.,to resist authority,/rɪˈbɛl/,heteronym
rebel,Workers will rebel if working conditions don't improve.,to resist authority,/rɪˈbɛl/,heteronym
rebel,Plants rebel against too much water by developing root rot.,to resist authority,/rɪˈbɛl/,heteronym
rebel,The students began to rebel against the excessive homework.,to resist authority,/rɪˈbɛl/,heteronym
rebel,The citizens will rebel if the government suspends elections.,to resist authority,/rɪˈbɛl/,heteronym
rebel,Some artists rebel against traditional techniques.,to resist authority,/rɪˈbɛl/,heteronym
appropriate,The donation will go to an appropriate charity.,suitable,/əˈproʊpriət/,heteronym
appropriate,Business attire is appropriate for the interview.,suitable,/əˈproʊpriət/,heteronym
appropriate,The teacher selected age-appropriate books for the class.,suitable,/əˈproʊpriət/,heteronym
appropriate,His comment wasn't appropriate for a formal setting.,suitable,/əˈproʊpriət/,heteronym
appropriate,The committee will determine the appropriate response.,suitable,/əˈproʊpriət/,heteronym
appropriate,The punishment should be appropriate to the offense.,suitable,/əˈproʊpriət/,heteronym
appropriate,Please use appropriate language around children.,suitable,/əˈproʊpriət/,heteronym
appropriate,The company issued an appropriate statement after the incident.,suitable,/əˈproʊpriət/,heteronym
appropriate,The game is appropriate for children over eight years old.,suitable,/əˈproʊpriət/,heteronym
appropriate,An appropriate amount of exercise varies by individual.,suitable,/əˈproʊpriət/,heteronym
appropriate,The government will appropriate funds for disaster relief.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,Artists sometimes appropriate images from popular culture.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,The bill will appropriate millions for infrastructure projects.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,The designer didn't intend to appropriate indigenous patterns.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,The legislature must appropriate money for the new program.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,Critics accused the author of inappropriately appropriating others' experiences.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,The committee will appropriate resources for the research.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,Companies sometimes appropriate public domain works for profit.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,The council voted to appropriate land for the new park.,to allocate,/əˈproʊprieɪt/,heteronym
appropriate,Students shouldn't appropriate others' work without citation.,to allocate,/əˈproʊprieɪt/,heteronym
buffet,The strong winds buffet the small aircraft.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,Ocean waves buffet the rocky shoreline.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,The hurricane will buffet coastal areas tomorrow.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,Critics buffet the new policy from all sides.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,The rain continued to buffet the windows all night.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,Economic challenges buffet the industry.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,The boxer allowed punches to buffet him while protecting his head.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,Scandals buffet the administration from all sides.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,The flags buffet in the strong wind.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,The ship was buffeted by enormous waves during the storm.,to strike repeatedly,/bəˈfeɪ/,heteronym
buffet,The restaurant serves a breakfast buffet on weekends.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The wedding reception featured an extensive buffet.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The cruise ship's midnight buffet was impressive.,self-serve meal,/ˈbʌfət/,heteronym
buffet,Guests helped themselves at the buffet table.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The holiday buffet included traditional dishes from many cultures.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The all-you-can-eat buffet costs $19.99 per person.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The buffet offered both vegetarian and meat options.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The company party featured a dessert buffet.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The buffet service allows diners to choose their portions.,self-serve meal,/ˈbʌfət/,heteronym
buffet,The salad bar is included with the lunch buffet.,self-serve meal,/ˈbʌfət/,heteronym
perfect,She worked hard to perfect her tennis serve.,to make flawless,/pərˈfɛkt/,heteronym
perfect,The chef spent years to perfect the recipe.,to make flawless,/pərˈfɛkt/,heteronym
perfect,Practice will help you perfect your technique.,to make flawless,/pərˈfɛkt/,heteronym
perfect,The musician continues to perfect his playing style.,to make flawless,/pərˈfɛkt/,heteronym
perfect,Scientists work to perfect the experimental method.,to make flawless,/pərˈfɛkt/,heteronym
perfect,The designer will perfect the prototype before production.,to make flawless,/pərˈfɛkt/,heteronym
perfect,It takes years to perfect a ballet performance.,to make flawless,/pərˈfɛkt/,heteronym
perfect,The company works to perfect its customer service.,to make flawless,/pərˈfɛkt/,heteronym
perfect,The student hopes to perfect her pronunciation.,to make flawless,/pərˈfɛkt/,heteronym
perfect,The team will perfect their strategy before the championship.,to make flawless,/pərˈfɛkt/,heteronym
perfect,The weather was perfect for an outdoor wedding.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,She scored a perfect 100 on the test.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,The gymnast performed a perfect routine.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,That house would be perfect for our growing family.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,The diamond has perfect clarity and color.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,"In grammar, the perfect tense indicates completed action.",flawless,/ˈpɜrfɪkt/,heteronym
perfect,Their timing was perfect for market entry.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,The cake came out perfect from the oven.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,The couple seemed perfect for each other.,flawless,/ˈpɜrfɪkt/,heteronym
perfect,She found the perfect gift for her mother's birthday.,flawless,/ˈpɜrfɪkt/,heteronym
project,The science project won first prize at the fair.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The construction project will take two years to complete.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The research project received significant funding.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The community project improved the local park.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The school project requires parental involvement.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The art project used recycled materials.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The government project aims to reduce homelessness.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The team completed the project ahead of schedule.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The volunteer project helps elderly residents.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The renovation project exceeded the budget.,undertaking,/ˈprɒdʒɛkt/,heteronym
project,The speaker needs to project her voice to the back row.,to cast forward,/prəˈdʒɛkt/,heteronym
project,The company will project increased earnings next quarter.,to cast forward,/prəˈdʒɛkt/,heteronym
project,The film will project onto the screen at 8 PM.,to cast forward,/prəˈdʒɛkt/,heteronym
project,Good leaders project confidence in challenging situations.,to cast forward,/prəˈdʒɛkt/,heteronym
project,The architect will project the building's appearance using 3D software.,to cast forward,/prəˈdʒɛkt/,heteronym
project,Analysts project a recovery in the housing market.,to cast forward,/prəˈdʒɛkt/,heteronym
project,Don't project your insecurities onto others.,to cast forward,/prəˈdʒɛkt/,heteronym
project,The meteorologist will project the storm's path.,to cast forward,/prəˈdʒɛkt/,heteronym
project,The lamp will project shadows on the wall.,to cast forward,/prəˈdʒɛkt/,heteronym
project,The artist will project images onto the building facade.,to cast forward,/prəˈdʒɛkt/,heteronym
permit,The building permit was approved last week.,license,/ˈpɜrmɪt/,heteronym
permit,You need a fishing permit to use the lake.,license,/ˈpɜrmɪt/,heteronym
permit,The special event permit allows alcohol sales.,license,/ˈpɜrmɪt/,heteronym
permit,The hunting permit is valid for one season.,license,/ˈpɜrmɪt/,heteronym
permit,Apply for a parking permit at the university office.,license,/ˈpɜrmɪt/,heteronym
permit,The work permit allows legal employment.,license,/ˈpɜrmɪt/,heteronym
permit,The research permit grants access to protected areas.,license,/ˈpɜrmɪt/,heteronym
permit,The parade organizers secured a street closure permit.,license,/ˈpɜrmɪt/,heteronym
permit,The temporary residence permit expires next month.,license,/ˈpɜrmɪt/,heteronym
permit,The demolition permit was posted on the building.,license,/ˈpɜrmɪt/,heteronym
permit,The rules don't permit food in the laboratory.,to allow,/pərˈmɪt/,heteronym
permit,Will your schedule permit a brief meeting tomorrow?,to allow,/pərˈmɪt/,heteronym
permit,The teacher doesn't permit cell phones in class.,to allow,/pərˈmɪt/,heteronym
permit,The design flaws won't permit efficient operation.,to allow,/pərˈmɪt/,heteronym
permit,The doctor didn't permit visitors during recovery.,to allow,/pərˈmɪt/,heteronym
permit,Regulations don't permit these chemicals in food.,to allow,/pərˈmɪt/,heteronym
permit,The injury won't permit him to compete.,to allow,/pərˈmɪt/,heteronym
permit,The tight space doesn't permit large furniture.,to allow,/pərˈmɪt/,heteronym
permit,The weather might not permit outdoor activities.,to allow,/pərˈmɪt/,heteronym
permit,The Constitution doesn't permit such restrictions.,to allow,/pərˈmɪt/,heteronym
record,The vinyl record played her favorite song.,disk or documentation,/ˈrɛkərd/,heteronym
record,She keeps a detailed record of her expenses.,disk or documentation,/ˈrɛkərd/,heteronym
record,The library maintains a record of all borrowed books.,disk or documentation,/ˈrɛkərd/,heteronym
record,The track athlete broke the world record yesterday.,disk or documentation,/ˈrɛkərd/,heteronym
record,His criminal record prevented him from getting the job.,disk or documentation,/ˈrɛkərd/,heteronym
record,The company has a record of environmental violations.,disk or documentation,/ˈrɛkərd/,heteronym
record,The stock market hit a record high this morning.,disk or documentation,/ˈrɛkərd/,heteronym
record,Medical records are protected by privacy laws.,disk or documentation,/ˈrɛkərd/,heteronym
record,The band's first record is now a collector's item.,disk or documentation,/ˈrɛkərd/,heteronym
record,The museum keeps a record of all its artifacts.,disk or documentation,/ˈrɛkərd/,heteronym
record,The journalist will record the interview for accuracy.,to document,/rɪˈkɔrd/,heteronym
record,Please record the meeting minutes.,to document,/rɪˈkɔrd/,heteronym
record,The security camera will record all activity.,to document,/rɪˈkɔrd/,heteronym
record,Scientists record their observations meticulously.,to document,/rɪˈkɔrd/,heteronym
record,The app can record your daily steps.,to document,/rɪˈkɔrd/,heteronym
record,The secretary will record attendance at the meeting.,to document,/rɪˈkɔrd/,heteronym
record,The sound engineer will record the band's performance.,to document,/rɪˈkɔrd/,heteronym
record,Please record your work hours on this timesheet.,to document,/rɪˈkɔrd/,heteronym
record,The nurse will record your vital signs.,to document,/rɪˈkɔrd/,heteronym
record,Historians record significant events for posterity.,to document,/rɪˈkɔrd/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,Everyone recognized the refuse as a reference to garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,She used the word 'refuse' to mean garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,She used the word 'refuse' to mean garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,She used the word 'refuse' to mean garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,The use of 'refuse' here implies garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,The use of 'refuse' here implies garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,"In that sentence, 'refuse' clearly meant garbage.",garbage,/ˈrɛfjuːs/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,She used the word 'refuse' to mean garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,She used the word 'refuse' to mean garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,The use of 'refuse' here implies garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,The use of 'refuse' here implies garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,They talked about the garbage of the refuse.,garbage,/ˈrɛfjuːs/,heteronym
refuse,The use of 'refuse' here implies garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,She used the word 'refuse' to mean garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,The use of 'refuse' here implies garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,"In that sentence, 'refuse' clearly meant garbage.",garbage,/ˈrɛfjuːs/,heteronym
refuse,She used the word 'refuse' to mean garbage.,garbage,/ˈrɛfjuːs/,heteronym
refuse,"In that sentence, 'refuse' clearly meant garbage.",garbage,/ˈrɛfjuːs/,heteronym
refuse,The use of 'refuse' here implies decline.,decline,/rɪˈfjuz/,heteronym
refuse,Everyone recognized the refuse as a reference to decline.,decline,/rɪˈfjuz/,heteronym
refuse,They talked about the decline of the refuse.,decline,/rɪˈfjuz/,heteronym
refuse,She used the word 'refuse' to mean decline.,decline,/rɪˈfjuz/,heteronym
refuse,"In that sentence, 'refuse' clearly meant decline.",decline,/rɪˈfjuz/,heteronym
refuse,Everyone recognized the refuse as a reference to decline.,decline,/rɪˈfjuz/,heteronym
refuse,Everyone recognized the refuse as a reference to decline.,decline,/rɪˈfjuz/,heteronym
refuse,She used the word 'refuse' to mean decline.,decline,/rɪˈfjuz/,heteronym
refuse,She used the word 'refuse' to mean decline.,decline,/rɪˈfjuz/,heteronym
refuse,Everyone recognized the refuse as a reference to decline.,decline,/rɪˈfjuz/,heteronym
refuse,They talked about the decline of the refuse.,decline,/rɪˈfjuz/,heteronym
refuse,They talked about the decline of the refuse.,decline,/rɪˈfjuz/,heteronym
refuse,"In that sentence, 'refuse' clearly meant decline.",decline,/rɪˈfjuz/,heteronym
refuse,They talked about the decline of the refuse.,decline,/rɪˈfjuz/,heteronym
refuse,Everyone recognized the refuse as a reference to decline.,decline,/rɪˈfjuz/,heteronym
refuse,Everyone recognized the refuse as a reference to decline.,decline,/rɪˈfjuz/,heteronym
refuse,The use of 'refuse' here implies decline.,decline,/rɪˈfjuz/,heteronym
refuse,Everyone recognized the refuse as a reference to decline.,decline,/rɪˈfjuz/,heteronym
refuse,They talked about the decline of the refuse.,decline,/rɪˈfjuz/,heteronym
refuse,"In that sentence, 'refuse' clearly meant decline.",decline,/rɪˈfjuz/,heteronym
refuse,The use of 'refuse' here implies decline.,decline,/rɪˈfjuz/,heteronym
refuse,They talked about the decline of the refuse.,decline,/rɪˈfjuz/,heteronym
refuse,"In that sentence, 'refuse' clearly meant decline.",decline,/rɪˈfjuz/,heteronym
refuse,They talked about the decline of the refuse.,decline,/rɪˈfjuz/,heteronym
refuse,The use of 'refuse' here implies decline.,decline,/rɪˈfjuz/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,The use of 'content' here implies satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,The use of 'content' here implies satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,She used the word 'content' to mean satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,They talked about the satisfied of the content.,satisfied,/kənˈtɛnt/,heteronym
content,They talked about the satisfied of the content.,satisfied,/kənˈtɛnt/,heteronym
content,She used the word 'content' to mean satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,They talked about the satisfied of the content.,satisfied,/kənˈtɛnt/,heteronym
content,She used the word 'content' to mean satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,They talked about the satisfied of the content.,satisfied,/kənˈtɛnt/,heteronym
content,"In that sentence, 'content' clearly meant satisfied.",satisfied,/kənˈtɛnt/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,"In that sentence, 'content' clearly meant satisfied.",satisfied,/kənˈtɛnt/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,She used the word 'content' to mean satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,She used the word 'content' to mean satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,Everyone recognized the content as a reference to satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,They talked about the satisfied of the content.,satisfied,/kənˈtɛnt/,heteronym
content,The use of 'content' here implies satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,She used the word 'content' to mean satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,The use of 'content' here implies satisfied.,satisfied,/kənˈtɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
content,"In that sentence, 'content' clearly meant substance.",substance,/ˈkɒntɛnt/,heteronym
content,"In that sentence, 'content' clearly meant substance.",substance,/ˈkɒntɛnt/,heteronym
content,Everyone recognized the content as a reference to substance.,substance,/ˈkɒntɛnt/,heteronym
content,The use of 'content' here implies substance.,substance,/ˈkɒntɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
content,Everyone recognized the content as a reference to substance.,substance,/ˈkɒntɛnt/,heteronym
content,They talked about the substance of the content.,substance,/ˈkɒntɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
content,They talked about the substance of the content.,substance,/ˈkɒntɛnt/,heteronym
content,Everyone recognized the content as a reference to substance.,substance,/ˈkɒntɛnt/,heteronym
content,"In that sentence, 'content' clearly meant substance.",substance,/ˈkɒntɛnt/,heteronym
content,Everyone recognized the content as a reference to substance.,substance,/ˈkɒntɛnt/,heteronym
content,They talked about the substance of the content.,substance,/ˈkɒntɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
content,The use of 'content' here implies substance.,substance,/ˈkɒntɛnt/,heteronym
content,Everyone recognized the content as a reference to substance.,substance,/ˈkɒntɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
content,"In that sentence, 'content' clearly meant substance.",substance,/ˈkɒntɛnt/,heteronym
content,"In that sentence, 'content' clearly meant substance.",substance,/ˈkɒntɛnt/,heteronym
content,"In that sentence, 'content' clearly meant substance.",substance,/ˈkɒntɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
content,Everyone recognized the content as a reference to substance.,substance,/ˈkɒntɛnt/,heteronym
content,She used the word 'content' to mean substance.,substance,/ˈkɒntɛnt/,heteronym
invalid,She used the word 'invalid' to mean not valid.,not valid,/ɪnˈvælɪd/,heteronym
